DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2018-11-01;England;E92000001;Female;Aged 40-44;31160;1.7057905457818088;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-11-01;England;E92000001;Female;Aged 45-49;33465;1.833151195944225;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2018-11-01;England;E92000001;Female;Aged 50-54;32840;1.6545005791255833;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-11-01;England;E92000001;Female;Aged 65+;80;0.0014182900917367762;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2018-12-01;Leicester;E06000016;Total;Aged 55-59;440;2.2593068035943515;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-12-01;Leicester;E06000016;Total;Aged 60-64;390;2.258120548896995;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-12-01;Leicester;E06000016;Total;Aged 65+;5;0.011492931846914148;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2018-12-01;Leicester;E06000016;Female;Aged 30-34;260;1.8252018252018252;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-12-01;Leicester;E06000016;Female;Aged 35-39;220;1.5672864572202037;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2018-12-01;Leicester;E06000016;Female;Aged 40-44;230;1.8671862315310928;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-12-01;Leicester;E06000016;Female;Aged 55-59;185;1.8850621561035255;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-12-01;Leicester;E06000016;Female;Aged 60-64;180;2.0891364902506964;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2018-12-01;England;E92000001;Total;Aged 16-24;148515;2.4797002353557187;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2018-12-01;England;E92000001;Male;Aged 16-24;88250;2.9095625534518788;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2018-12-01;England;E92000001;Male;Aged 45-49;44995;2.531934049856508;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-12-01;England;E92000001;Female;All categories: Age 16+;331290;1.8324329176835557;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2019-01-01;Leicester;E06000016;Total;Aged 16-24;1065;1.786283356535449;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2019-01-01;Leicester;E06000016;Total;Aged 25-29;715;2.620199355027851;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2019-01-01;Leicester;E06000016;Total;Aged 30-34;710;2.582005964070114;LeicesterTotal;LeicesterTotalAged 30-34;27498;Leicester Total;Leicester Total Aged 30-34
2019-01-01;Leicester;E06000016;Total;Aged 40-44;530;2.1467050103284864;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2019-01-01;Leicester;E06000016;Male;Aged 16-24;580;1.976217247606392;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2019-01-01;Leicester;E06000016;Female;All categories: Age 16+;2345;1.8696432130755434;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2019-01-01;Leicester;E06000016;Female;Aged 16-24;485;1.6021405919661735;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2019-01-01;Leicester;E06000016;Female;Aged 30-34;275;1.9305019305019304;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2019-01-01;Leicester;E06000016;Female;Aged 35-39;225;1.6029066039752085;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2019-01-01;Leicester;E06000016;Female;Aged 45-49;235;2.068661971830986;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2019-01-01;Leicester;E06000016;Female;Aged 50-54;205;1.868392271235873;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2019-01-01;Leicester;E06000016;Female;Aged 60-64;190;2.2051996285979576;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2019-01-01;England;E92000001;Total;Aged 25-29;106980;2.8794576348558105;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2019-01-01;England;E92000001;Total;Aged 30-34;99120;2.507725956557544;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2019-01-01;England;E92000001;Total;Aged 40-44;76295;2.130903590263227;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2019-01-01;England;E92000001;Total;Aged 55-59;74455;1.9560636396523827;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2019-01-01;England;E92000001;Total;Aged 60-64;63215;1.9414938215564015;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2019-01-01;England;E92000001;Male;Aged 25-29;63515;3.493849252080275;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2019-01-01;England;E92000001;Male;Aged 35-39;50470;2.740097887784658;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2019-01-01;England;E92000001;Male;Aged 40-44;43235;2.46537723094258;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2019-01-01;England;E92000001;Male;Aged 45-49;46655;2.625344662652636;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2019-01-01;England;E92000001;Male;Aged 60-64;37515;2.341817310159236;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2019-01-01;England;E92000001;Female;All categories: Age 16+;342030;1.8918380598125708;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2019-01-01;England;E92000001;Female;Aged 25-29;43465;2.290797702508836;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2019-01-01;England;E92000001;Female;Aged 35-39;36445;1.8656401252121209;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2019-01-01;England;E92000001;Female;Aged 40-44;33060;1.809802164427041;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2019-01-01;England;E92000001;Female;Aged 65+;680;0.012055465779762596;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2019-02-01;Leicester;E06000016;Total;Aged 16-24;1175;1.97078210697573;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2019-02-01;Leicester;E06000016;Total;Aged 50-54;525;2.398026766546385;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2019-02-01;Leicester;E06000016;Total;Aged 60-64;445;2.576573446818366;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2019-02-01;Leicester;E06000016;Male;All categories: Age 16+;3600;2.9484753925157867;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2019-02-01;Leicester;E06000016;Female;All categories: Age 16+;2535;2.0211281642415786;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2019-02-01;Leicester;E06000016;Female;Aged 16-24;515;1.7012420718816066;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2019-02-01;Leicester;E06000016;Female;Aged 50-54;220;2.005103900838498;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2019-02-01;England;E92000001;Total;Aged 25-29;114720;3.0877863139900783;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2019-02-01;England;E92000001;Total;Aged 30-34;106150;2.685584244235102;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2019-02-01;England;E92000001;Total;Aged 35-39;92815;2.4454667372786463;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2019-02-01;England;E92000001;Total;Aged 55-59;77490;2.035798421014883;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2019-02-01;England;E92000001;Male;Aged 30-34;62000;3.249092743256168;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2019-02-01;England;E92000001;Male;Aged 45-49;48750;2.7432333577176298;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2019-02-01;England;E92000001;Male;Aged 50-54;50555;2.6291497323004993;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2019-02-01;England;E92000001;Male;Aged 55-59;45985;2.4595315203525767;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2019-02-01;England;E92000001;Male;Aged 60-64;38575;2.407986211899041;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2019-02-01;England;E92000001;Female;Aged 40-44;35305;1.9327001032999602;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2019-02-01;England;E92000001;Female;Aged 55-59;31505;1.626732840950398;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2019-02-01;England;E92000001;Female;Aged 60-64;26735;1.6163483646375505;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2019-02-01;England;E92000001;Female;Aged 65+;1140;0.020210633807249058;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2019-03-01;Leicester;E06000016;Total;Aged 35-39;685;2.513945977686436;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2019-03-01;Leicester;E06000016;Total;Aged 45-49;600;2.662052442433116;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2019-03-01;Leicester;E06000016;Total;Aged 60-64;450;2.6055237102657633;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2019-03-01;Leicester;E06000016;Total;Aged 65+;20;0.04597172738765659;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2019-03-01;Leicester;E06000016;Male;Aged 16-24;720;2.453235203925176;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2019-03-01;Leicester;E06000016;Female;Aged 35-39;250;1.7810073377502316;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2019-03-01;England;E92000001;Total;Aged 16-24;169340;2.8274075874836706;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2019-03-01;England;E92000001;Total;Aged 30-34;109310;2.765531924044644;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2019-03-01;England;E92000001;Male;Aged 16-24;101990;3.3625641340119783;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2019-03-01;England;E92000001;Male;Aged 25-29;70935;3.902010496675026;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2019-03-01;England;E92000001;Male;Aged 45-49;49735;2.7986607394068987;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2019-03-01;England;E92000001;Female;Aged 25-29;47705;2.5142644518160364;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2019-03-01;England;E92000001;Female;Aged 40-44;36090;1.9756733246875955;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2019-03-01;England;E92000001;Female;Aged 60-64;27320;1.6517163763567562;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2019-04-01;Leicester;E06000016;Total;Aged 16-24;1290;2.1636671642542056;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2019-04-01;Leicester;E06000016;Total;Aged 40-44;635;2.571995625582243;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2019-04-01;Leicester;E06000016;Total;Aged 45-49;605;2.6842362127867254;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2019-04-01;Leicester;E06000016;Total;Aged 60-64;450;2.6055237102657633;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2019-04-01;Leicester;E06000016;Male;All categories: Age 16+;3865;3.165515942242643;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2019-04-01;Leicester;E06000016;Male;Aged 35-39;445;3.368405116947998;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2019-04-01;Leicester;E06000016;Male;Aged 40-44;360;2.9100315253415245;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2019-04-01;Leicester;E06000016;Male;Aged 50-54;300;2.7470011903671825;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2019-04-01;Leicester;E06000016;Male;Aged 55-59;315;3.260532036021116;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2019-04-01;Leicester;E06000016;Male;Aged 60-64;250;2.8885037550548818;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2019-04-01;Leicester;E06000016;Male;Aged 65+;15;0.07504878170811027;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2019-04-01;Leicester;E06000016;Female;Aged 25-29;330;2.3928649118990646;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2019-04-01;Leicester;E06000016;Female;Aged 35-39;275;1.959108071525255;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2019-04-01;Leicester;E06000016;Female;Aged 50-54;235;2.141815530441123;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2019-04-01;Leicester;E06000016;Female;Aged 60-64;200;2.321262766945218;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2019-04-01;England;E92000001;Total;Aged 45-49;88240;2.4493115474880263;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2019-04-01;England;E92000001;Total;Aged 65+;3965;0.03812020931600231;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2019-04-01;England;E92000001;Male;Aged 16-24;104430;3.4430098295408462;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2019-04-01;England;E92000001;Male;Aged 45-49;50135;2.8211693208035564;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2019-04-01;England;E92000001;Female;Aged 35-39;41190;2.108539354026266;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2019-04-01;England;E92000001;Female;Aged 40-44;36680;2.0079716694247995;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2019-04-01;England;E92000001;Female;Aged 50-54;37065;1.8673588296373247;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2019-04-01;England;E92000001;Female;Aged 55-59;32385;1.6721708634876573;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2019-04-01;England;E92000001;Female;Aged 65+;1655;0.029340876272804555;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2019-05-01;Leicester;E06000016;Total;Aged 25-29;890;3.261506889475227;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2019-05-01;Leicester;E06000016;Total;Aged 35-39;750;2.7524955960070465;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2019-05-01;Leicester;E06000016;Total;Aged 45-49;590;2.617684901725897;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2019-05-01;Leicester;E06000016;Total;Aged 50-54;540;2.466541817019139;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2019-05-01;Leicester;E06000016;Total;Aged 60-64;475;2.7502750275027505;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2019-05-01;Leicester;E06000016;Male;All categories: Age 16+;3895;3.1900865705136083;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2019-05-01;Leicester;E06000016;Male;Aged 30-34;515;3.885912623556931;LeicesterMale;LeicesterMaleAged 30-34;13253;Leicester Male;Leicester Male Aged 30-34
2019-05-01;Leicester;E06000016;Male;Aged 45-49;340;3.041416942481438;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2019-05-01;Leicester;E06000016;Male;Aged 50-54;315;2.8843512498855417;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2019-05-01;Leicester;E06000016;Male;Aged 55-59;315;3.260532036021116;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2019-05-01;Leicester;E06000016;Female;Aged 35-39;285;2.030348365035264;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2019-05-01;Leicester;E06000016;Female;Aged 45-49;250;2.2007042253521125;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
