DATE;Location;GEOGRAPHY_CODE;Gender;Age Group;Claimant Count;Claimant Rate (% of population);partlookup;lookup;Population;partdem;demographic_category
2018-06-01;Leicester;E06000016;Total;Aged 16-24;810;1.3585817077875244;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2018-06-01;Leicester;E06000016;Total;Aged 25-29;575;2.10715332746995;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2018-06-01;Leicester;E06000016;Total;Aged 45-49;420;1.8634367097031812;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-06-01;Leicester;E06000016;Male;Aged 16-24;505;1.7206719138641862;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-06-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-06-01;Leicester;E06000016;Female;All categories: Age 16+;1565;1.2477576240781343;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-06-01;Leicester;E06000016;Female;Aged 60-64;115;1.3347260909935006;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2018-06-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-06-01;England;E92000001;Total;Aged 16-24;135690;2.265565935665875;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2018-06-01;England;E92000001;Total;Aged 45-49;74320;2.0629287648380563;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2018-06-01;England;E92000001;Total;Aged 55-59;67375;1.7700596027342592;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2018-06-01;England;E92000001;Total;Aged 65+;155;0.001490197337699964;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2018-06-01;England;E92000001;Male;All categories: Age 16+;438745;2.503335107987547;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-06-01;England;E92000001;Male;Aged 45-49;43260;2.434303078048506;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-06-01;England;E92000001;Male;Aged 50-54;44940;2.3371375525582923;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2018-06-01;England;E92000001;Male;Aged 65+;120;0.0025206313677449926;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2018-06-01;England;E92000001;Female;All categories: Age 16+;289180;1.5995138734514494;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-06-01;England;E92000001;Female;Aged 25-29;36340;1.9152786957131278;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-07-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2018-07-01;Leicester;E06000016;Male;Aged 25-29;375;2.7783951989330964;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2018-07-01;Leicester;E06000016;Male;Aged 60-64;160;1.848642403235124;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-07-01;Leicester;E06000016;Female;All categories: Age 16+;1660;1.3235000996611521;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-07-01;Leicester;E06000016;Female;Aged 16-24;350;1.1561839323467231;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-07-01;Leicester;E06000016;Female;Aged 25-29;200;1.450221158726706;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-07-01;Leicester;E06000016;Female;Aged 40-44;170;1.3800941711316772;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-07-01;Leicester;E06000016;Female;Aged 45-49;160;1.4084507042253522;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-07-01;Leicester;E06000016;Female;Aged 50-54;145;1.3215457528253738;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-07-01;Leicester;E06000016;Female;Aged 60-64;120;1.392757660167131;LeicesterFemale;LeicesterFemaleAged 60-64;8616;Leicester Female;Leicester Female Aged 60-64
2018-07-01;England;E92000001;Total;Aged 16-24;135460;2.261725710408279;EnglandTotal;EnglandTotalAged 16-24;5989232;England Total;England Total Aged 16-24
2018-07-01;England;E92000001;Total;Aged 50-54;75030;1.9200287428533116;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2018-07-01;England;E92000001;Total;Aged 60-64;53410;1.640357272946728;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-07-01;England;E92000001;Total;Aged 65+;180;0.0017305517470064097;EnglandTotal;EnglandTotalAged 65+;10401307;England Total;England Total Aged 65+
2018-07-01;England;E92000001;Male;Aged 35-39;44390;2.410004859099682;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-07-01;England;E92000001;Male;Aged 65+;150;0.0031507892096812413;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2018-07-01;England;E92000001;Female;All categories: Age 16+;293680;1.624404296131204;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-07-01;England;E92000001;Female;Aged 16-24;53190;1.799311938243582;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-07-01;England;E92000001;Female;Aged 25-29;37075;1.954016445887843;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-07-01;England;E92000001;Female;Aged 45-49;31155;1.7066136414057174;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2018-07-01;England;E92000001;Female;Aged 50-54;30480;1.5356022427450604;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-07-01;England;E92000001;Female;Aged 55-59;26895;1.3886995637949837;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2018-07-01;England;E92000001;Female;Aged 60-64;21235;1.283828596337325;EnglandFemale;EnglandFemaleAged 60-64;1654037;England Female;England Female Aged 60-64
2018-07-01;England;E92000001;Female;Aged 65+;30;0.0005318587844012911;EnglandFemale;EnglandFemaleAged 65+;5640595;England Female;England Female Aged 65+
2018-08-01;Leicester;E06000016;Total;All categories: Age 16+;4395;1.7755997446691607;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-08-01;Leicester;E06000016;Total;Aged 40-44;390;1.5796508566568106;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2018-08-01;Leicester;E06000016;Total;Aged 55-59;395;2.0282413350449295;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-08-01;Leicester;E06000016;Total;Aged 60-64;295;1.7080655433964447;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
2018-08-01;Leicester;E06000016;Male;All categories: Age 16+;2640;2.16221528784491;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2018-08-01;Leicester;E06000016;Male;Aged 16-24;480;1.6354901359501177;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-08-01;Leicester;E06000016;Male;Aged 50-54;240;2.1976009522937456;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2018-08-01;Leicester;E06000016;Female;All categories: Age 16+;1755;1.39924257524417;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-08-01;Leicester;E06000016;Female;Aged 16-24;385;1.2718023255813953;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-08-01;Leicester;E06000016;Female;Aged 25-29;190;1.3777101007903705;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-08-01;Leicester;E06000016;Female;Aged 30-34;200;1.4040014040014042;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-08-01;Leicester;E06000016;Female;Aged 40-44;170;1.3800941711316772;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-08-01;Leicester;E06000016;Female;Aged 50-54;160;1.4582573824279985;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-08-01;Leicester;E06000016;Female;Aged 55-59;155;1.5793764010597104;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-08-01;England;E92000001;Total;All categories: Age 16+;739645;2.07732410648621;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2018-08-01;England;E92000001;Total;Aged 30-34;86895;2.1984346952690457;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-08-01;England;E92000001;Total;Aged 35-39;76360;2.01191445411407;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2018-08-01;England;E92000001;Total;Aged 40-44;67730;1.8916849094767465;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2018-08-01;England;E92000001;Total;Aged 50-54;75985;1.9444673334094214;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2018-08-01;England;E92000001;Total;Aged 60-64;54755;1.681665652128779;EnglandTotal;EnglandTotalAged 60-64;3255998;England Total;England Total Aged 60-64
2018-08-01;England;E92000001;Male;Aged 30-34;51250;2.6857419853528803;EnglandMale;EnglandMaleAged 30-34;1908225;England Male;England Male Aged 30-34
2018-08-01;England;E92000001;Male;Aged 35-39;44770;2.4306356733924934;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-08-01;England;E92000001;Male;Aged 50-54;44690;2.3241361198004022;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2018-08-01;England;E92000001;Male;Aged 55-59;40770;2.1806045468038393;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-08-01;England;E92000001;Female;Aged 16-24;55090;1.863585160327861;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-08-01;England;E92000001;Female;Aged 45-49;31695;1.7361938489601734;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2018-08-01;England;E92000001;Female;Aged 50-54;31295;1.576662473317148;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-09-01;Leicester;E06000016;Total;Aged 25-29;595;2.180445617121079;LeicesterTotal;LeicesterTotalAged 25-29;27288;Leicester Total;Leicester Total Aged 25-29
2018-09-01;Leicester;E06000016;Total;Aged 40-44;415;1.6809105269553242;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2018-09-01;Leicester;E06000016;Total;Aged 45-49;445;1.9743555614712278;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-09-01;Leicester;E06000016;Total;Aged 55-59;410;2.1052631578947367;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2018-09-01;Leicester;E06000016;Total;Aged 65+;0;0.0;LeicesterTotal;LeicesterTotalAged 65+;43505;Leicester Total;Leicester Total Aged 65+
2018-09-01;Leicester;E06000016;Male;Aged 45-49;260;2.325789426603453;LeicesterMale;LeicesterMaleAged 45-49;11179;Leicester Male;Leicester Male Aged 45-49
2018-09-01;Leicester;E06000016;Male;Aged 50-54;245;2.2433843054665323;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2018-09-01;Leicester;E06000016;Male;Aged 55-59;245;2.535969361349757;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-09-01;Leicester;E06000016;Male;Aged 60-64;180;2.079722703639515;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-09-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-09-01;Leicester;E06000016;Female;All categories: Age 16+;1875;1.494917281243771;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-09-01;Leicester;E06000016;Female;Aged 16-24;420;1.3874207188160677;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-09-01;Leicester;E06000016;Female;Aged 25-29;215;1.5589877456312087;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-09-01;Leicester;E06000016;Female;Aged 30-34;210;1.4742014742014742;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-09-01;Leicester;E06000016;Female;Aged 35-39;190;1.353565576690176;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2018-09-01;Leicester;E06000016;Female;Aged 45-49;185;1.6285211267605633;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-09-01;Leicester;E06000016;Female;Aged 55-59;165;1.6812716527409823;LeicesterFemale;LeicesterFemaleAged 55-59;9814;Leicester Female;Leicester Female Aged 55-59
2018-09-01;England;E92000001;Total;Aged 35-39;78150;2.0590769328053242;EnglandTotal;EnglandTotalAged 35-39;3795390;England Total;England Total Aged 35-39
2018-09-01;England;E92000001;Total;Aged 40-44;68945;1.9256196085024995;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2018-09-01;England;E92000001;Male;Aged 25-29;58615;3.224308807536571;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2018-09-01;England;E92000001;Male;Aged 60-64;33425;2.08650522703112;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2018-09-01;England;E92000001;Female;All categories: Age 16+;310705;1.718573061936277;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-09-01;England;E92000001;Female;Aged 16-24;57240;1.9363153853179664;EnglandFemale;EnglandFemaleAged 16-24;2956130;England Female;England Female Aged 16-24
2018-09-01;England;E92000001;Female;Aged 35-39;32870;1.6826338569274912;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2018-10-01;Leicester;E06000016;Male;All categories: Age 16+;2825;2.313734162182527;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2018-10-01;Leicester;E06000016;Male;Aged 16-24;530;1.8058536917782548;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-10-01;Leicester;E06000016;Male;Aged 35-39;330;2.497918401332223;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-10-01;Leicester;E06000016;Male;Aged 50-54;250;2.2891676586393186;LeicesterMale;LeicesterMaleAged 50-54;10921;Leicester Male;Leicester Male Aged 50-54
2018-10-01;Leicester;E06000016;Male;Aged 55-59;250;2.5877238381119967;LeicesterMale;LeicesterMaleAged 55-59;9661;Leicester Male;Leicester Male Aged 55-59
2018-10-01;Leicester;E06000016;Male;Aged 60-64;190;2.1952628538417103;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-10-01;Leicester;E06000016;Male;Aged 65+;0;0.0;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-10-01;Leicester;E06000016;Female;All categories: Age 16+;2050;1.6344428941598563;LeicesterFemale;LeicesterFemaleAll categories: Age 16+;125425;Leicester Female;Leicester Female All categories: Age 16+
2018-10-01;Leicester;E06000016;Female;Aged 30-34;235;1.6497016497016497;LeicesterFemale;LeicesterFemaleAged 30-34;14245;Leicester Female;Leicester Female Aged 30-34
2018-10-01;Leicester;E06000016;Female;Aged 40-44;195;1.5830491962981004;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-10-01;England;E92000001;Total;All categories: Age 16+;765680;2.1504444995293164;EnglandTotal;EnglandTotalAll categories: Age 16+;35605662;England Total;England Total All categories: Age 16+
2018-10-01;England;E92000001;Total;Aged 25-29;99310;2.673013065222757;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2018-10-01;England;E92000001;Male;All categories: Age 16+;447155;2.5513198103959516;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-10-01;England;E92000001;Male;Aged 16-24;86255;2.843788306492825;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2018-10-01;England;E92000001;Male;Aged 25-29;58910;3.2405362424631816;EnglandMale;EnglandMaleAged 25-29;1817909;England Male;England Male Aged 25-29
2018-10-01;England;E92000001;Male;Aged 35-39;45875;2.4906279096913253;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-10-01;England;E92000001;Male;Aged 45-49;43205;2.4312081481064656;EnglandMale;EnglandMaleAged 45-49;1777100;England Male;England Male Aged 45-49
2018-10-01;England;E92000001;Male;Aged 55-59;41230;2.2052078848349836;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-10-01;England;E92000001;Male;Aged 65+;220;0.004621157507532486;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2018-10-01;England;E92000001;Female;Aged 35-39;33545;1.7171874880022115;EnglandFemale;EnglandFemaleAged 35-39;1953485;England Female;England Female Aged 35-39
2018-10-01;England;E92000001;Female;Aged 45-49;32855;1.7997365170401167;EnglandFemale;EnglandFemaleAged 45-49;1825545;England Female;England Female Aged 45-49
2018-10-01;England;E92000001;Female;Aged 50-54;32235;1.624020285265322;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-11-01;Leicester;E06000016;Total;Aged 16-24;990;1.6604887539625302;LeicesterTotal;LeicesterTotalAged 16-24;59621;Leicester Total;Leicester Total Aged 16-24
2018-11-01;Leicester;E06000016;Total;Aged 45-49;475;2.1074581835928834;LeicesterTotal;LeicesterTotalAged 45-49;22539;Leicester Total;Leicester Total Aged 45-49
2018-11-01;Leicester;E06000016;Male;All categories: Age 16+;2935;2.4038264658427315;LeicesterMale;LeicesterMaleAll categories: Age 16+;122097;Leicester Male;Leicester Male All categories: Age 16+
2018-11-01;Leicester;E06000016;Male;Aged 25-29;420;3.111802622805068;LeicesterMale;LeicesterMaleAged 25-29;13497;Leicester Male;Leicester Male Aged 25-29
2018-11-01;Leicester;E06000016;Male;Aged 40-44;265;2.142106539487511;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2018-11-01;Leicester;E06000016;Male;Aged 60-64;200;2.310803004043905;LeicesterMale;LeicesterMaleAged 60-64;8655;Leicester Male;Leicester Male Aged 60-64
2018-11-01;Leicester;E06000016;Female;Aged 16-24;450;1.4865221987315012;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-11-01;Leicester;E06000016;Female;Aged 35-39;210;1.4960461637101945;LeicesterFemale;LeicesterFemaleAged 35-39;14037;Leicester Female;Leicester Female Aged 35-39
2018-11-01;Leicester;E06000016;Female;Aged 40-44;215;1.7454132164312388;LeicesterFemale;LeicesterFemaleAged 40-44;12318;Leicester Female;Leicester Female Aged 40-44
2018-11-01;Leicester;E06000016;Female;Aged 45-49;205;1.8045774647887325;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-11-01;Leicester;E06000016;Female;Aged 50-54;175;1.5949690120306232;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-11-01;England;E92000001;Total;Aged 30-34;91790;2.3222776992778145;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-11-01;England;E92000001;Total;Aged 40-44;71590;1.9994939121429245;EnglandTotal;EnglandTotalAged 40-44;3580406;England Total;England Total Aged 40-44
2018-11-01;England;E92000001;Total;Aged 50-54;78635;2.0122812234342287;EnglandTotal;EnglandTotalAged 50-54;3907754;England Total;England Total Aged 50-54
2018-11-01;England;E92000001;Total;Aged 55-59;70565;1.8538665063739221;EnglandTotal;EnglandTotalAged 55-59;3806369;England Total;England Total Aged 55-59
2018-11-01;England;E92000001;Male;Aged 16-24;86905;2.8652185122689575;EnglandMale;EnglandMaleAged 16-24;3033102;England Male;England Male Aged 16-24
2018-11-01;England;E92000001;Male;Aged 40-44;40430;2.3054285057709842;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2018-11-01;England;E92000001;Male;Aged 50-54;45795;2.3816024525902755;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2018-11-01;England;E92000001;Male;Aged 55-59;42010;2.246926588453012;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-11-01;England;E92000001;Male;Aged 60-64;35095;2.1907524590174168;EnglandMale;EnglandMaleAged 60-64;1601961;England Male;England Male Aged 60-64
2018-11-01;England;E92000001;Female;All categories: Age 16+;324465;1.7946824432859272;EnglandFemale;EnglandFemaleAll categories: Age 16+;18079243;England Female;England Female All categories: Age 16+
2018-11-01;England;E92000001;Female;Aged 25-29;41105;2.166415266573696;EnglandFemale;EnglandFemaleAged 25-29;1897374;England Female;England Female Aged 25-29
2018-11-01;England;E92000001;Female;Aged 30-34;38600;1.8881214658866343;EnglandFemale;EnglandFemaleAged 30-34;2044360;England Female;England Female Aged 30-34
2018-12-01;Leicester;E06000016;Total;All categories: Age 16+;5295;2.139203787946122;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2018-12-01;Leicester;E06000016;Total;Aged 35-39;585;2.1469465648854964;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2018-12-01;Leicester;E06000016;Total;Aged 40-44;510;2.0656972740896755;LeicesterTotal;LeicesterTotalAged 40-44;24689;Leicester Total;Leicester Total Aged 40-44
2018-12-01;Leicester;E06000016;Male;Aged 16-24;570;1.9421445364407646;LeicesterMale;LeicesterMaleAged 16-24;29349;Leicester Male;Leicester Male Aged 16-24
2018-12-01;Leicester;E06000016;Male;Aged 35-39;360;2.725001892362425;LeicesterMale;LeicesterMaleAged 35-39;13211;Leicester Male;Leicester Male Aged 35-39
2018-12-01;Leicester;E06000016;Male;Aged 40-44;280;2.263357853043408;LeicesterMale;LeicesterMaleAged 40-44;12371;Leicester Male;Leicester Male Aged 40-44
2018-12-01;Leicester;E06000016;Male;Aged 65+;5;0.025016260569370095;LeicesterMale;LeicesterMaleAged 65+;19987;Leicester Male;Leicester Male Aged 65+
2018-12-01;Leicester;E06000016;Female;Aged 16-24;470;1.5525898520084567;LeicesterFemale;LeicesterFemaleAged 16-24;30272;Leicester Female;Leicester Female Aged 16-24
2018-12-01;Leicester;E06000016;Female;Aged 25-29;270;1.957798564281053;LeicesterFemale;LeicesterFemaleAged 25-29;13791;Leicester Female;Leicester Female Aged 25-29
2018-12-01;Leicester;E06000016;Female;Aged 45-49;215;1.8926056338028168;LeicesterFemale;LeicesterFemaleAged 45-49;11360;Leicester Female;Leicester Female Aged 45-49
2018-12-01;Leicester;E06000016;Female;Aged 50-54;200;1.822821728034998;LeicesterFemale;LeicesterFemaleAged 50-54;10972;Leicester Female;Leicester Female Aged 50-54
2018-12-01;Leicester;E06000016;Female;Aged 65+;0;0.0;LeicesterFemale;LeicesterFemaleAged 65+;23518;Leicester Female;Leicester Female Aged 65+
2018-12-01;England;E92000001;Total;Aged 25-29;102725;2.764930693031998;EnglandTotal;EnglandTotalAged 25-29;3715283;England Total;England Total Aged 25-29
2018-12-01;England;E92000001;Total;Aged 30-34;94890;2.4007073851669225;EnglandTotal;EnglandTotalAged 30-34;3952585;England Total;England Total Aged 30-34
2018-12-01;England;E92000001;Total;Aged 45-49;79110;2.1958866332930387;EnglandTotal;EnglandTotalAged 45-49;3602645;England Total;England Total Aged 45-49
2018-12-01;England;E92000001;Male;All categories: Age 16+;465525;2.6561330069764963;EnglandMale;EnglandMaleAll categories: Age 16+;17526419;England Male;England Male All categories: Age 16+
2018-12-01;England;E92000001;Male;Aged 35-39;48140;2.6135984211997902;EnglandMale;EnglandMaleAged 35-39;1841905;England Male;England Male Aged 35-39
2018-12-01;England;E92000001;Male;Aged 40-44;41585;2.3712897455475237;EnglandMale;EnglandMaleAged 40-44;1753687;England Male;England Male Aged 40-44
2018-12-01;England;E92000001;Male;Aged 50-54;46955;2.4419291005868846;EnglandMale;EnglandMaleAged 50-54;1922865;England Male;England Male Aged 50-54
2018-12-01;England;E92000001;Male;Aged 55-59;42940;2.296668119689891;EnglandMale;EnglandMaleAged 55-59;1869665;England Male;England Male Aged 55-59
2018-12-01;England;E92000001;Male;Aged 65+;485;0.010187551777969345;EnglandMale;EnglandMaleAged 65+;4760712;England Male;England Male Aged 65+
2018-12-01;England;E92000001;Female;Aged 40-44;31990;1.7512272002426208;EnglandFemale;EnglandFemaleAged 40-44;1826719;England Female;England Female Aged 40-44
2018-12-01;England;E92000001;Female;Aged 50-54;33465;1.6859884860060186;EnglandFemale;EnglandFemaleAged 50-54;1984889;England Female;England Female Aged 50-54
2018-12-01;England;E92000001;Female;Aged 55-59;29200;1.5077162023726909;EnglandFemale;EnglandFemaleAged 55-59;1936704;England Female;England Female Aged 55-59
2019-01-01;Leicester;E06000016;Total;All categories: Age 16+;5560;2.2462649784665603;LeicesterTotal;LeicesterTotalAll categories: Age 16+;247522;Leicester Total;Leicester Total All categories: Age 16+
2019-01-01;Leicester;E06000016;Total;Aged 35-39;610;2.238696418085731;LeicesterTotal;LeicesterTotalAged 35-39;27248;Leicester Total;Leicester Total Aged 35-39
2019-01-01;Leicester;E06000016;Total;Aged 50-54;485;2.215319965285708;LeicesterTotal;LeicesterTotalAged 50-54;21893;Leicester Total;Leicester Total Aged 50-54
2019-01-01;Leicester;E06000016;Total;Aged 55-59;470;2.4133504492939664;LeicesterTotal;LeicesterTotalAged 55-59;19475;Leicester Total;Leicester Total Aged 55-59
2019-01-01;Leicester;E06000016;Total;Aged 60-64;405;2.344971339239187;LeicesterTotal;LeicesterTotalAged 60-64;17271;Leicester Total;Leicester Total Aged 60-64
